time_s,vx_mean,vy_mean,vz_mean
0.00000146,-34483.90471361,227.84808547,24043.04638888
0.00000147,-34592.63720532,188.97328090,24128.58172360
0.00000148,-34700.84740447,120.06575691,24106.26877703
0.00000149,-34683.22961929,140.18329860,24021.20360518
0.00000150,-34787.59948562,174.52069943,24004.42534015
0.00000151,-34826.92043934,142.85280130,23927.08943067
0.00000152,-34702.90888306,91.49764378,23922.12995909
0.00000153,-34691.57332443,170.33005723,23820.57269578
0.00000154,-34665.95327680,199.15167842,23733.03909976
0.00000155,-34701.63778499,151.35149454,23772.11626445
0.00000156,-34661.32638346,104.40510052,23770.06116220
0.00000157,-34561.87611837,209.00446593,23662.23752332
0.00000158,-34523.27222214,283.77905025,23676.45291749
0.00000159,-34539.03664602,271.98780415,23713.54538679
0.00000160,-34504.92422374,253.60694081,23711.28292387
0.00000161,-34515.25510370,281.86074094,23717.81596336
0.00000162,-34580.28156937,222.47387003,23805.27811761
0.00000163,-34614.84447000,191.07507463,23794.19731562
0.00000164,-34701.68564872,143.02383020,23894.20015727
0.00000165,-34653.98176462,109.61946996,23862.66222620
0.00000166,-34643.84862699,114.37940998,23830.61665120
0.00000167,-34579.88453970,154.75060315,23839.17292245
0.00000168,-34582.22513826,221.62703036,23901.49977973
0.00000169,-34552.31527715,203.19268684,23875.50985496
0.00000170,-34459.37903560,241.72595654,23768.27657461
0.00000171,-34513.19534541,202.43573592,23794.29209471
0.00000172,-34439.21860076,168.62981796,23749.75904084
0.00000173,-34454.62097587,199.30979828,23789.90110372
0.00000174,-34571.68036410,215.37877033,23793.10843115
0.00000175,-34470.65388306,220.74593644,23923.85111891
0.00000176,-34525.22685457,237.21542733,23957.16494745
0.00000177,-34540.40232687,165.64543184,24004.79345171
0.00000178,-34576.88053091,166.91187024,24003.89995440
0.00000179,-34607.86926916,77.39690157,24016.36046881
0.00000180,-34607.46717038,60.52891560,24084.91458098
0.00000181,-34622.00662400,79.37101597,24140.60219885
0.00000182,-34732.13901683,-6.10899920,24234.28034253
0.00000183,-34803.50874601,22.74731056,24258.91523149
0.00000184,-34846.51966741,14.07285677,24282.30005665
0.00000185,-34751.71283726,33.76649269,24119.73118705
0.00000186,-34718.73556598,44.34095754,24109.47612842
0.00000187,-34761.15309249,183.83741455,24096.73390891
0.00000188,-34682.91223685,83.33054285,24043.43833831
0.00000189,-34673.90711014,63.41835889,23974.88759070
0.00000190,-34790.19370417,42.11886576,23963.62244834
0.00000191,-34701.39097802,21.52488640,23991.43837463
0.00000192,-34843.69710575,-8.58419473,24096.72046920
0.00000193,-34780.15814957,53.58619045,24028.96511749
0.00000194,-34799.23467681,27.40083945,24034.41212536
0.00000195,-34774.76094942,51.19224232,24017.00610333
0.00000196,-34843.88119901,134.04618762,23938.32313219
0.00000197,-34896.36235133,116.60232481,23866.94088127
0.00000198,-34743.23553019,61.97949231,23863.48433920
0.00000199,-34710.41209612,48.50329087,23921.58265635
0.00000200,-34661.89651097,113.34867080,23964.71612097
