bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,19500.0,92000.0,350000.0,795500.0,1246000.0,1230250.0,800750.0,358500.0,90250.0,14500.0,1500.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,24000.0,110000.0,374500.0,797000.0,1196750.0,1177750.0,794250.0,386750.0,110500.0,22250.0,2500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,4500.0,32500.0,135250.0,388000.0,793500.0,1151500.0,1133250.0,792000.0,404000.0,131000.0,29500.0,4000.0,500.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,8250.0,38750.0,160250.0,401250.0,788000.0,1107250.0,1091250.0,787500.0,423250.0,148500.0,37250.0,7250.0,750.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,11250.0,51500.0,173500.0,422500.0,778750.0,1063000.0,1054750.0,779250.0,436000.0,170500.0,46250.0,9750.0,1750.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2250.0,14750.0,62750.0,194500.0,433750.0,766000.0,1026000.0,1019000.0,771750.0,446000.0,190250.0,56750.0,13000.0,2250.0,500.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,4000.0,20750.0,74750.0,213750.0,443250.0,757250.0,989750.0,978500.0,756000.0,458500.0,213500.0,68500.0,17750.0,2750.0,500.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,6250.0,25000.0,85000.0,233500.0,454750.0,739750.0,958750.0,949750.0,740000.0,470500.0,229000.0,78750.0,22500.0,5000.0,1000.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,750.0,8750.0,30250.0,98250.0,245000.0,459250.0,732500.0,927500.0,918000.0,730500.0,472000.0,247750.0,91000.0,29250.0,7000.0,1750.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2250.0,10500.0,37250.0,112000.0,256500.0,463250.0,724250.0,900000.0,887500.0,715500.0,472750.0,266750.0,103500.0,36000.0,9500.0,1500.0,500.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3000.0,12250.0,46000.0,124750.0,270000.0,464750.0,710000.0,872000.0,868250.0,698500.0,473750.0,276250.0,121250.0,43500.0,12500.0,2250.0,500.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,5250.0,17500.0,55250.0,133750.0,276000.0,470750.0,701500.0,843250.0,841500.0,682000.0,480250.0,289500.0,132750.0,49500.0,16000.0,3750.0,1000.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,750.0,7500.0,21250.0,64000.0,143750.0,287000.0,471500.0,688250.0,820500.0,813500.0,674500.0,477500.0,299000.0,147750.0,57250.0,18500.0,5500.0,1250.0,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1750.0,9000.0,25250.0,70000.0,164500.0,288750.0,471500.0,682000.0,792250.0,789500.0,663250.0,474750.0,311500.0,158000.0,64500.0,23500.0,7500.0,1500.0,500.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,3000.0,10000.0,29750.0,80750.0,172500.0,293500.0,476750.0,671000.0,767500.0,765750.0,656500.0,472750.0,314500.0,173250.0,70250.0,29500.0,9750.0,1750.0,750.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,4750.0,10250.0,35500.0,89000.0,180500.0,304250.0,477000.0,658250.0,745250.0,746500.0,640500.0,475500.0,318500.0,183000.0,80750.0,34250.0,11000.0,3500.0,1000.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,750.0,6000.0,14000.0,41750.0,96750.0,188500.0,315500.0,473000.0,646000.0,723250.0,728000.0,622750.0,478750.0,320750.0,195000.0,89750.0,38750.0,14750.0,4000.0,1000.0,500.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,1750.0,7500.0,18750.0,48000.0,103250.0,195500.0,320750.0,469750.0,636500.0,705000.0,708500.0,614000.0,473250.0,329250.0,200500.0,98250.0,44000.0,17500.0,5500.0,1250.0,750.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,2750.0,8250.0,21750.0,56250.0,109500.0,202750.0,323000.0,471750.0,622750.0,690250.0,684500.0,602000.0,475000.0,332250.0,206750.0,111250.0,49250.0,19500.0,7750.0,1500.0,750.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,750.0,3000.0,10000.0,26000.0,62000.0,115750.0,206000.0,335500.0,468500.0,606750.0,675500.0,667750.0,589250.0,472000.0,338500.0,210250.0,121000.0,54500.0,23500.0,9000.0,3000.0,1000.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,750.0,5000.0,9500.0,31250.0,68000.0,129750.0,208750.0,339000.0,462250.0,597000.0,660000.0,649500.0,576500.0,466750.0,335750.0,227500.0,129250.0,59500.0,27000.0,11500.0,3500.0,750.0,750.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,2000.0,5750.0,12250.0,34750.0,74500.0,137750.0,215250.0,338750.0,457500.0,588750.0,644000.0,635250.0,564000.0,461750.0,341250.0,230500.0,137500.0,66000.0,31750.0,13750.0,4500.0,1250.0,750.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,2750.0,6750.0,18000.0,36750.0,78750.0,144750.0,219250.0,337500.0,457750.0,579750.0,627500.0,621750.0,553000.0,457750.0,345000.0,235250.0,145750.0,71500.0,36500.0,15250.0,5750.0,1500.0,1000.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,750.0,3000.0,7750.0,20250.0,43750.0,82000.0,152250.0,228250.0,334250.0,454750.0,570000.0,614750.0,607000.0,546250.0,446750.0,346250.0,239250.0,154500.0,80250.0,39250.0,17500.0,7250.0,2250.0,750.0,500.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,750.0,4500.0,8750.0,22250.0,49750.0,86000.0,155500.0,241500.0,330250.0,452750.0,558250.0,601000.0,593000.0,534250.0,445500.0,345250.0,246500.0,159750.0,86250.0,43500.0,20500.0,9000.0,3250.0,750.0,750.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,2000.0,5250.0,8250.0,27750.0,53750.0,93750.0,156250.0,248750.0,330500.0,451750.0,548000.0,583750.0,582750.0,522500.0,444500.0,340750.0,253000.0,167000.0,94250.0,45500.0,22500.0,12000.0,3000.0,1250.0,750.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,2500.0,6250.0,11500.0,29250.0,60500.0,101750.0,156750.0,251250.0,332000.0,444250.0,545500.0,569750.0,569750.0,515000.0,442250.0,340500.0,251500.0,171000.0,99500.0,52000.0,26500.0,13750.0,4000.0,1500.0,750.0,250.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,750.0,2750.0,6250.0,16250.0,31000.0,61750.0,106750.0,166750.0,254250.0,330250.0,440000.0,538250.0,556250.0,558500.0,506500.0,429250.0,349250.0,256500.0,170000.0,109750.0,56000.0,29000.0,14500.0,5500.0,2250.0,750.0,500.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,750.0,4000.0,6750.0,18500.0,34750.0,69500.0,112750.0,165000.0,257250.0,333500.0,434750.0,531250.0,542750.0,547500.0,495500.0,427000.0,347000.0,260250.0,176750.0,111500.0,63000.0,32250.0,15500.0,7750.0,2500.0,750.0,750.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,2000.0,4250.0,8250.0,20500.0,40500.0,69750.0,120000.0,168500.0,259000.0,336000.0,429750.0,521250.0,530250.0,540000.0,486750.0,421750.0,345250.0,262000.0,178250.0,121250.0,67000.0,35500.0,17750.0,9000.0,3250.0,1000.0,750.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,250.0,2000.0,5500.0,8250.0,22750.0,45250.0,73750.0,126750.0,168500.0,261500.0,336250.0,428250.0,512000.0,520500.0,528750.0,476750.0,417750.0,346750.0,259000.0,184000.0,125500.0,73750.0,39000.0,18750.0,12250.0,3250.0,1500.0,500.0,500.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,750.0,3250.0,5250.0,11500.0,26250.0,47250.0,74750.0,132000.0,176750.0,262500.0,333000.0,422000.0,503250.0,513750.0,518250.0,467750.0,416000.0,337750.0,265250.0,190000.0,131500.0,76250.0,41250.0,23000.0,12000.0,4750.0,2250.0,500.0,750.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,1000.0,3500.0,5500.0,14250.0,27500.0,52250.0,80250.0,131250.0,185500.0,264000.0,332000.0,422250.0,486500.0,505750.0,509250.0,463000.0,408000.0,335750.0,266500.0,193500.0,137750.0,80500.0,44500.0,26000.0,13000.0,6750.0,2000.0,750.0,750.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,2000.0,3250.0,7000.0,17500.0,29000.0,54500.0,89750.0,132250.0,193500.0,258500.0,335500.0,414500.0,478250.0,494750.0,501500.0,454000.0,404000.0,336750.0,262500.0,198250.0,143250.0,85000.0,49000.0,28500.0,13750.0,7750.0,3000.0,1250.0,500.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,2000.0,4750.0,8000.0,18250.0,32000.0,59750.0,92500.0,134500.0,201000.0,258250.0,331000.0,412000.0,468000.0,486750.0,492750.0,451250.0,390250.0,336500.0,269000.0,199750.0,144750.0,91250.0,55000.0,29000.0,16500.0,9250.0,2500.0,1750.0,500.0,500.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,750.0,3250.0,4000.0,8000.0,21250.0,39000.0,60750.0,96250.0,136750.0,202750.0,262000.0,324500.0,411000.0,460250.0,478000.0,484500.0,443750.0,388000.0,335000.0,263750.0,208500.0,146250.0,95250.0,58500.0,33000.0,16250.0,11250.0,3500.0,2250.0,500.0,750.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,1000.0,3500.0,5250.0,11000.0,22250.0,41000.0,62250.0,104500.0,137000.0,207000.0,257500.0,332250.0,402500.0,453750.0,466750.0,478000.0,431750.0,388000.0,330750.0,268500.0,210000.0,148000.0,101750.0,61000.0,34000.0,20250.0,11500.0,5000.0,2000.0,750.0,500.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,2000.0,3250.0,4750.0,13750.0,25500.0,42750.0,65500.0,107250.0,138500.0,211250.0,259750.0,327750.0,403500.0,444500.0,457500.0,472000.0,421500.0,387000.0,326000.0,270250.0,212500.0,145250.0,107250.0,68500.0,36250.0,23250.0,11250.0,6750.0,2250.0,1000.0,750.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,500.0,1750.0,4250.0,6500.0,15750.0,24500.0,47250.0,69000.0,111750.0,138500.0,218750.0,255500.0,329000.0,399000.0,436250.0,449500.0,463750.0,413250.0,384500.0,322750.0,271000.0,213250.0,150250.0,112000.0,70000.0,40000.0,24500.0,13000.0,8500.0,2250.0,1750.0,500.0,500.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,750.0,3000.0,4250.0,7500.0,16250.0,27500.0,50000.0,71750.0,113500.0,143250.0,218750.0,257750.0,328000.0,390750.0,431750.0,442000.0,456250.0,408500.0,379750.0,320500.0,271250.0,213250.0,155250.0,117250.0,70500.0,43750.0,27000.0,13750.0,10000.0,2500.0,2000.0,500.0,500.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,1000.0,3500.0,4750.0,8000.0,18000.0,30750.0,52250.0,75250.0,114500.0,152500.0,214000.0,259500.0,328250.0,384250.0,425000.0,435000.0,444500.0,407000.0,373750.0,320500.0,273500.0,210750.0,160500.0,120500.0,72000.0,51250.0,25500.0,14500.0,11750.0,3500.0,2000.0,750.0,500.0,250.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,1500.0,3250.0,5000.0,11000.0,20250.0,35500.0,53750.0,80500.0,114000.0,153750.0,213250.0,261000.0,328500.0,379500.0,418000.0,427250.0,436500.0,399500.0,373750.0,317250.0,270250.0,214000.0,160250.0,124250.0,77500.0,54500.0,27500.0,17500.0,11000.0,5500.0,2000.0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,500.0,1750.0,3500.0,4750.0,13000.0,22500.0,37500.0,55000.0,86000.0,115500.0,159000.0,212000.0,261000.0,323500.0,378000.0,409750.0,422500.0,430750.0,395250.0,369000.0,312750.0,271000.0,214500.0,163750.0,125250.0,83500.0,53250.0,31750.0,20500.0,11250.0,6500.0,2250.0,1500.0,500.0,250.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0
