time_s,vx_mean,vy_mean,vz_mean
0.00000208,1.28160723,154.41628462,-55.85640073
0.00000209,27.07300899,165.40990006,-55.85640073
0.00000210,60.32970414,168.71864033,-55.85640073
0.00000211,97.36462021,160.75338977,-55.85640073
0.00000212,133.04644754,140.04025149,-55.85640073
0.00000213,162.15386397,107.42932744,-55.85640073
0.00000214,180.19081798,65.85337888,-55.85640073
0.00000215,184.13702037,19.88939672,-55.85640073
0.00000216,172.91219496,-25.03303586,-55.85640073
0.00000217,147.51731714,-63.24342769,-55.85640073
0.00000218,111.16707567,-89.75262416,-55.85640073
0.00000219,68.81707668,-101.07386503,-55.85640073
0.00000220,26.54657998,-95.98280946,-55.85640073
0.00000221,-9.55956376,-75.52641078,-55.85640073
0.00000222,-34.15668449,-43.01493011,-55.85640073
0.00000223,-43.53611587,-3.58640830,-55.85640073
0.00000224,-36.24552761,36.66576577,-55.85640073
0.00000225,-13.18084819,71.67468472,-55.85640073
0.00000226,22.68600585,96.23546110,-55.85640073
0.00000227,66.92457582,106.57756166,-55.85640073
0.00000228,114.22847420,100.73423043,-55.85640073
0.00000229,159.03413214,78.50982766,-55.85640073
0.00000230,196.07372641,41.62531500,-55.85640073
0.00000231,221.07922896,-6.73923829,-55.85640073
0.00000232,230.99178132,-62.34796446,-55.85640073
0.00000233,224.19018488,-120.34064901,-55.85640073
0.00000234,200.40440638,-175.55223585,-55.85640073
0.00000235,160.76109604,-222.76388439,-55.85640073
0.00000236,108.01357756,-257.09692963,-55.85640073
0.00000237,46.43386154,-274.36925944,-55.85640073
0.00000238,-18.05209095,-271.66700632,-55.85640073
0.00000239,-78.24924328,-248.26829865,-55.85640073
0.00000240,-126.67727542,-206.21938059,-55.85640073
0.00000241,-156.68134131,-150.38003778,-55.85640073
0.00000242,-163.49323306,-88.20903907,-55.85640073
0.00000243,-145.31862853,-28.98059428,-55.85640073
0.00000244,-104.10054835,17.34765865,-55.85640073
0.00000245,-45.84139222,41.78948872,-55.85640073
0.00000246,19.92129465,38.05794297,-55.85640073
0.00000247,81.32100142,3.89083219,-55.85640073
0.00000248,125.87920910,-58.09812639,-55.85640073
0.00000249,142.50129826,-140.15646960,-55.85640073
0.00000250,123.70035270,-230.19017806,-55.85640073
0.00000251,67.24088758,-313.54761111,-55.85640073
0.00000252,-23.12861206,-375.26437834,-55.85640073
0.00000253,-137.65280679,-402.49496391,-55.85640073
0.00000254,-261.73537407,-386.96785166,-55.85640073
0.00000255,-378.25745175,-326.82427748,-55.85640073
0.00000256,-470.34517938,-227.22518867,-55.85640073
0.00000257,-524.32493799,-99.92857798,-55.85640073
0.00000258,-532.41690675,38.65035046,-55.85640073
0.00000259,-494.03950136,170.46869765,-55.85640073
0.00000260,-415.86241315,278.97478196,-55.85640073
0.00000261,-310.33388080,352.00924883,-55.85640073
0.00000262,-193.25857063,383.48059353,-55.85640073
0.00000263,-81.17921572,374.18312254,-55.85640073
0.00000264,11.68305142,331.46392017,-55.85640073
0.00000265,76.01065203,267.52435034,-55.85640073
0.00000266,109.06466890,196.53591080,-55.85640073
0.00000267,114.36221583,131.29123302,-55.85640073
0.00000268,100.13806334,80.86085092,-55.85640073
0.00000269,76.92031313,49.07833097,-55.85640073
0.00000270,54.77592786,34.35445032,-55.85640073
0.00000271,40.95774518,30.88513887,-55.85640073
0.00000272,38.52333537,30.63154825,-55.85640073
0.00000273,45.99564748,25.60702006,-55.85640073
0.00000274,58.13385652,9.97032138,-55.85640073
0.00000275,67.54490686,-18.64035035,-55.85640073
0.00000276,66.47254899,-58.70500036,-55.85640073
0.00000277,48.51887773,-105.01730049,-55.85640073
0.00000278,10.17168563,-149.66161396,-55.85640073
0.00000279,-48.28450161,-183.55485981,-55.85640073
0.00000280,-122.55339640,-198.19493311,-55.85640073
0.00000281,-204.97198154,-187.27762918,-55.85640073
0.00000282,-285.52497445,-147.85997315,-55.85640073
0.00000283,-353.56705503,-81.31662346,-55.85640073
0.00000284,-399.53193028,6.76856631,-55.85640073
0.00000285,-416.66557393,107.32570243,-55.85640073
0.00000286,-402.30539109,209.33676010,-55.85640073
0.00000287,-358.24418607,301.57844670,-55.85640073
0.00000288,-290.50423837,374.55347700,-55.85640073
0.00000289,-208.09095458,422.12240922,-55.85640073
0.00000290,-121.19329421,442.18573618,-55.85640073
0.00000291,-39.60805846,436.47760511,-55.85640073
0.00000292,28.59334226,410.01437080,-55.85640073
0.00000293,77.90438813,370.15335284,-55.85640073
0.00000294,106.04008428,325.54099773,-55.85640073
0.00000295,114.05869266,284.91010652,-55.85640073
0.00000296,106.38656592,255.90138946,-55.85640073
0.00000297,90.11626195,243.75421364,-55.85640073
0.00000298,73.89618844,250.40309973,-55.85640073
0.00000299,66.48302232,274.02101404,-55.85640073
0.00000300,75.26732310,309.33532477,-55.85640073
0.00000301,105.08593332,348.37551956,-55.85640073
0.00000302,157.24265092,381.52016196,-55.85640073
0.00000303,228.89081412,398.93456654,-55.85640073
0.00000304,313.11915163,392.46084775,-55.85640073
0.00000305,399.92877830,357.27779424,-55.85640073
0.00000306,477.88794019,292.83329974,-55.85640073
0.00000307,535.86387600,203.24257500,-55.85640073
0.00000308,564.94851944,96.88086884,-55.85640073
0.00000309,559.89798460,-14.75405683,-55.85640073
0.00000310,520.38376907,-118.75533042,-55.85640073
0.00000311,451.12399177,-202.88622817,-55.85640073
0.00000312,361.19459846,-257.46408227,-55.85640073
0.00000313,262.84846272,-276.80197882,-55.85640073
0.00000314,169.76325060,-260.33710035,-55.85640073
0.00000315,94.91867377,-212.85776898,-55.85640073
0.00000316,48.44772414,-143.82684712,-55.85640073
0.00000317,35.93692385,-65.74652052,-55.85640073
0.00000318,57.81689883,7.85413433,-55.85640073
0.00000319,109.42437105,64.39249397,-55.85640073
0.00000320,181.75554474,94.20335163,-55.85640073
0.00000321,263.10737499,91.87729978,-55.85640073
0.00000322,340.88902015,56.71003141,-55.85640073
0.00000323,403.27956460,-7.23516992,-55.85640073
0.00000324,441.17105965,-91.94314546,-55.85640073
0.00000325,449.32319377,-187.02750211,-55.85640073
0.00000326,426.57718110,-281.25423911,-55.85640073
0.00000327,375.81321631,-363.97406048,-55.85640073
0.00000328,303.44115142,-426.46155054,-55.85640073
0.00000329,218.47773387,-463.01125395,-55.85640073
0.00000330,131.27897564,-471.84563161,-55.85640073
0.00000331,51.86686043,-455.11775514,-55.85640073
0.00000332,-11.44238738,-418.54182769,-55.85640073
0.00000333,-53.33804015,-370.51948662,-55.85640073
0.00000334,-72.34241920,-320.72598073,-55.85640073
0.00000335,-70.99452347,-278.38609190,-55.85640073
0.00000336,-55.25524270,-250.69407077,-55.85640073
0.00000337,-33.37684075,-241.67204480,-55.85640073
0.00000338,-14.35350505,-251.55471454,-55.85640073
0.00000339,-6.36506426,-276.80209921,-55.85640073
0.00000340,-15.21194952,-310.83911501,-55.85640073
0.00000341,-43.39721520,-345.42918647,-55.85640073
0.00000342,-89.88257443,-372.21857710,-55.85640073
0.00000343,-150.49936581,-383.99350764,-55.85640073
0.00000344,-218.67901084,-375.70368901,-55.85640073
0.00000345,-286.45409274,-345.02267666,-55.85640073
0.00000346,-345.28819942,-292.64300182,-55.85640073
0.00000347,-387.19704034,-222.52558385,-55.85640073
0.00000348,-405.98271777,-141.53328737,-55.85640073
0.00000349,-398.31778945,-58.79938036,-55.85640073
0.00000350,-364.62422692,15.56037597,-55.85640073
0.00000351,-309.40306506,71.94492908,-55.85640073
0.00000352,-240.79472672,103.00379309,-55.85640073
0.00000353,-169.54038965,105.13493805,-55.85640073
0.00000354,-107.14503347,79.29056940,-55.85640073
0.00000355,-63.92232743,30.96867262,-55.85640073
0.00000356,-47.30381478,-30.71826749,-55.85640073
0.00000357,-60.67998197,-94.28743366,-55.85640073
0.00000358,-102.69499842,-147.71851597,-55.85640073
0.00000359,-167.24366315,-180.48660264,-55.85640073
0.00000360,-244.58822851,-185.38017008,-55.85640073
0.00000361,-322.98792096,-159.68069441,-55.85640073
0.00000362,-390.82973240,-105.60896977,-55.85640073
0.00000363,-438.76827448,-29.71673001,-55.85640073
0.00000364,-461.17396083,58.75638289,-55.85640073
0.00000365,-456.66689676,149.81407286,-55.85640073
0.00000366,-427.77739280,234.53368525,-55.85640073
0.00000367,-379.62254105,306.52292659,-55.85640073
0.00000368,-318.42000074,362.28613300,-55.85640073
0.00000369,-250.21765454,400.95050231,-55.85640073
0.00000370,-179.95666171,423.70066591,-55.85640073
0.00000371,-110.84324602,432.84539225,-55.85640073
0.00000372,-44.38312552,430.63683794,-55.85640073
0.00000373,18.88663444,418.49140259,-55.85640073
0.00000374,78.52948603,396.89631079,-55.85640073
0.00000375,133.69498160,365.70769666,-55.85640073
0.00000376,182.68490503,324.59112690,-55.85640073
0.00000377,222.83138664,273.70253701,-55.85640073
0.00000378,250.73679786,214.40204640,-55.85640073
0.00000379,262.98895869,149.89118475,-55.85640073
0.00000380,257.34324842,85.24810237,-55.85640073
0.00000381,233.89997814,26.76604308,-55.85640073
0.00000382,195.43281817,-19.54362307,-55.85640073
0.00000383,147.07665140,-49.07576743,-55.85640073
0.00000384,95.51204223,-59.55789835,-55.85640073
0.00000385,47.86231848,-51.51942781,-55.85640073
0.00000386,10.38410808,-28.34495618,-55.85640073
0.00000387,-12.74462864,4.61792915,-55.85640073
0.00000388,-19.80298222,41.14027312,-55.85640073
0.00000389,-11.54027230,75.17718258,-55.85640073
0.00000390,9.36347591,101.74556039,-55.85640073
0.00000391,38.91582701,117.33849344,-55.85640073
0.00000392,72.41303799,120.18020618,-55.85640073
0.00000393,105.13859098,110.31942599,-55.85640073
0.00000394,133.03959563,89.22139483,-55.85640073
0.00000395,152.97286487,59.36236184,-55.85640073
0.00000396,162.89945295,23.85744148,-55.85640073
0.00000397,161.84878187,-14.00091887,-55.85640073
0.00000398,149.77514946,-50.97546943,-55.85640073
0.00000399,127.43372457,-84.16265112,-55.85640073
0.00000400,96.12338311,-111.11295160,-55.85640073
