time_s,vx_mean,vy_mean,vz_mean
0.00000060,211.97642034,105.65716833,56290.64547561
0.00000061,183.36441467,121.68607338,56235.67109451
0.00000062,270.56471424,324.45868798,56137.35041459
0.00000063,192.99961185,346.72913493,56265.51969694
0.00000064,168.77115257,385.57979120,56256.45406390
0.00000065,123.22887523,394.45741413,56145.04418026
0.00000066,228.92241306,349.57190740,56107.77153591
0.00000067,154.42019375,346.26476529,56025.29841445
0.00000068,150.59527640,526.18943899,56051.52953141
0.00000069,57.40273219,525.42425525,56144.89979399
0.00000070,18.14876687,393.25814762,56230.64247453
0.00000071,-64.99944297,373.84161633,56097.34567288
0.00000072,-181.93028180,446.14059087,56069.25458004
0.00000073,-159.08684517,405.24353501,55898.31170139
0.00000074,-154.05440952,386.50284082,55951.88156193
0.00000075,-233.07855602,132.59889357,55921.70793417
0.00000076,-100.94900115,113.61631629,56037.21047288
0.00000077,-86.51012806,173.47782105,56170.49981368
0.00000078,-65.59018605,149.13343377,56223.87482140
0.00000079,-97.23370269,-8.40808487,56476.13309327
0.00000080,-83.47344751,-29.72723216,56501.46187127
0.00000081,13.82863372,-25.01427261,56594.20949407
0.00000082,8.87140275,75.29786867,56723.87358988
0.00000083,-26.96249313,-161.72488981,56703.82682224
0.00000084,-6.30753096,-64.76461893,56738.91583820
0.00000085,78.74177328,-176.15588322,56672.58967834
0.00000086,97.34403411,-134.01391627,56525.67179318
0.00000087,-11.94077081,-46.15421460,56352.55346342
0.00000088,-67.82595456,11.60458468,56360.00773053
0.00000089,-23.31852973,4.47368286,56221.10591157
0.00000090,111.39669096,-64.47874443,56179.06393536
0.00000091,91.27471152,-86.03847992,56285.61291846
0.00000092,-42.97567770,-179.06668073,56241.59085389
0.00000093,-75.01750376,-32.58519444,56349.72422987
0.00000094,-35.33673233,74.78725128,56362.75122549
0.00000095,-54.63981341,155.28436926,56268.96168606
0.00000096,35.22620638,243.80037972,56143.51892784
0.00000097,-19.04478685,73.87431375,56140.87720166
0.00000098,30.21255464,-22.43707116,56196.77082256
0.00000099,-7.66156109,-134.34294483,56430.71692971
0.00000100,-10.00527555,-203.47675856,56383.89227851
0.00000101,179.36782591,-264.87015732,56403.45124717
0.00000102,231.85313328,-291.98839815,56458.65479728
0.00000103,151.60269172,-264.68729906,56569.58105202
0.00000104,-18.00322214,-236.65819690,56446.13499202
0.00000105,9.59850369,-272.24032287,56365.48427445
0.00000106,76.09431204,-233.73254960,56354.67934127
0.00000107,88.72874227,-272.14081342,56294.80712428
0.00000108,47.29131444,-239.88201030,56523.54001317
0.00000109,90.11549805,-328.64768731,56549.92836693
0.00000110,89.86360704,-363.04824147,56596.85963927
0.00000111,1.95293784,-294.68909897,56607.40374074
0.00000112,96.43881945,-331.51720146,56519.14961084
0.00000113,51.06418548,-258.24922138,56617.71183021
0.00000114,92.87984309,-373.24596567,56686.32842992
0.00000115,14.19679922,-412.98098234,56478.94593687
0.00000116,-69.29743029,-235.60611512,56599.01327822
0.00000117,66.14626512,-211.78565917,56577.00083633
0.00000118,53.18406037,-280.09011143,56468.04345584
